"Cust_id","Active_Customer"
"F25767",0.482428401708603
"F25768",0.686583161354065
"F25769",0.304106473922729
"F25770",0.463978141546249
"F25771",0.37561509013176
"F25772",0.266971796751022
"F25773",0.189875826239586
"F25774",0.203406408429146
"F25775",0.232961550354958
"F25776",0.542847156524658
"F25777",0.325014889240265
"F25778",0.795566558837891
"F25779",0.3514564037323
"F25780",0.602741539478302
"F25781",0.483453750610352
"F25782",0.860880136489868
"F25783",0.261534512042999
"F25784",0.344703435897827
"F25785",0.507699429988861
"F25786",0.242940723896027
"F25787",0.477897971868515
"F25788",0.643955230712891
"F25789",0.513536214828491
"F25790",0.511243224143982
"F25791",0.695691287517548
"F25792",0.73868453502655
"F25793",0.640143513679504
"F25794",0.453654170036316
"F25795",0.355165243148804
"F25796",0.539756000041962
"F25797",0.673202037811279
"F25798",0.459623962640762
"F25799",0.849927723407745
"F25800",0.51308274269104
"F25801",0.628778994083405
"F25802",0.283779501914978
"F25803",0.415226697921753
"F25804",0.199517711997032
"F25805",0.249833270907402
"F25806",0.254664331674576
"F25807",0.810986757278442
"F25808",0.762620151042938
"F25809",0.297109961509705
"F25810",0.938344120979309
"F25811",0.704028010368347
"F25812",0.346703916788101
"F25813",0.725009739398956
"F25814",0.340492755174637
"F25815",0.336012274026871
"F25816",0.428158760070801
"F25817",0.337537258863449
"F25818",0.583447158336639
"F25819",0.422355890274048
"F25820",0.151374354958534
"F25821",0.52621191740036
"F25822",0.809202015399933
"F25823",0.483156353235245
"F25824",0.595973312854767
"F25825",0.750580549240112
"F25826",0.403910458087921
"F25827",0.424075394868851
"F25828",0.4259392619133
"F25829",0.300774037837982
"F25830",0.687891662120819
"F25831",0.701280415058136
"F25832",0.847413003444672
"F25833",0.394060075283051
"F25834",0.636722803115845
"F25835",0.311643689870834
"F25836",0.582582116127014
"F25837",0.439023315906525
"F25838",0.476560533046722
"F25839",0.523052394390106
"F25840",0.429358005523682
"F25841",0.754458129405975
"F25842",0.468946605920792
"F25843",0.323156148195267
"F25844",0.271138399839401
"F25845",0.594591438770294
"F25846",0.305156350135803
"F25847",0.379597842693329
"F25848",0.434980839490891
"F25849",0.464337915182114
"F25850",0.660550475120544
"F25851",0.839872241020203
"F25852",0.319505512714386
"F25853",0.429652512073517
"F25854",0.457557678222656
"F25855",0.477207660675049
"F25856",0.429925233125687
"F25857",0.336924165487289
"F25858",0.406698316335678
"F25859",0.671188950538635
"F25860",0.45863950252533
"F25861",0.664302349090576
"F25862",0.600138008594513
"F25863",0.490773618221283
"F25864",0.692415356636047
"F25865",0.802918195724487
"F25866",0.791005909442902
"F25867",0.26598247885704
"F25868",0.523699820041656
"F25869",0.579604685306549
"F25870",0.461635172367096
"F25871",0.262831747531891
"F25872",0.385523945093155
"F25873",0.370377987623215
"F25874",0.456624716520309
"F25875",0.509938418865204
"F25876",0.428393870592117
"F25877",0.215012311935425
"F25878",0.643682897090912
"F25879",0.170965194702148
"F25880",0.333171665668488
"F25881",0.683584690093994
"F25882",0.32418304681778
"F25883",0.677899658679962
"F25884",0.366395741701126
"F25885",0.831274747848511
"F25886",0.495845913887024
"F25887",0.30208557844162
"F25888",0.29165506362915
"F25889",0.332761704921722
"F25890",0.715983808040619
"F25891",0.485616534948349
"F25892",0.215887621045113
"F25893",0.530108511447906
"F25894",0.287211537361145
"F25895",0.537945926189423
"F25896",0.840420186519623
"F25897",0.305331617593765
"F25898",0.360365808010101
"F25899",0.795101344585419
"F25900",0.221146807074547
"F25901",0.251106470823288
"F25902",0.83776444196701
"F25903",0.309328556060791
"F25904",0.723974943161011
"F25905",0.378920942544937
"F25906",0.268863588571548
"F25907",0.472845703363419
"F25908",0.627237617969513
"F25909",0.70583838224411
"F25910",0.385224491357803
"F25911",0.1879842877388
"F25912",0.500610291957855
"F25913",0.239843338727951
"F25914",0.58819979429245
"F25915",0.218895226716995
"F25916",0.601162612438202
"F25917",0.409564167261124
"F25918",0.54854542016983
"F25919",0.208163678646088
"F25920",0.885926067829132
"F25921",0.335845232009888
"F25922",0.623062789440155
"F25923",0.640893697738647
"F25924",0.358786672353745
"F25925",0.53458696603775
"F25926",0.533229529857635
"F25927",0.368171691894531
"F25928",0.422035038471222
"F25929",0.776434540748596
"F25930",0.374587893486023
"F25931",0.952920734882355
"F25932",0.534915924072266
"F25933",0.755630373954773
"F25934",0.770032286643982
"F25935",0.956607401371002
"F25936",0.96896904706955
"F25937",0.891204655170441
"F25938",0.80343896150589
"F25939",0.352416068315506
"F25940",0.297242611646652
"F25941",0.630340337753296
"F25942",0.296359747648239
"F25943",0.417282819747925
"F25944",0.290766656398773
"F25945",0.538687109947205
"F25946",0.385914295911789
"F25947",0.205611988902092
"F25948",0.540880024433136
"F25949",0.49982351064682
"F25950",0.917009472846985
"F25951",0.826682448387146
"F25952",0.211137756705284
"F25953",0.716506600379944
"F25954",0.3072809278965
"F25955",0.753962278366089
"F25956",0.24825581908226
"F25957",0.361863553524017
"F25958",0.269650638103485
"F25959",0.240883305668831
"F25960",0.291601955890656
"F25961",0.516547083854675
"F25962",0.658601582050323
"F25963",0.29664021730423
"F25964",0.69632625579834
"F25965",0.460170477628708
"F25966",0.355195224285126
"F25967",0.7878298163414
"F25968",0.191793337464333
"F25969",0.411568850278854
"F25970",0.262133002281189
"F25971",0.394848555326462
"F25972",0.240207090973854
"F25973",0.289811044931412
"F25974",0.440710723400116
"F25975",0.64716374874115
"F25976",0.526603579521179
"F25977",0.74638044834137
"F25978",0.755916118621826
"F25979",0.923158228397369
"F25980",0.627913594245911
"F25981",0.40421661734581
"F25982",0.351922631263733
"F25983",0.53433358669281
"F25984",0.231780871748924
"F25985",0.314418435096741
"F25986",0.291180461645126
"F25987",0.261281251907349
"F25988",0.444343119859695
"F25989",0.287906259298325
"F25990",0.60793799161911
"F25991",0.50391685962677
"F25992",0.411750078201294
"F25993",0.59685868024826
"F25994",0.835099577903748
"F25995",0.509803950786591
"F25996",0.493714839220047
"F25997",0.493045955896378
"F25998",0.648164510726929
"F25999",0.836361408233643
"F26000",0.395481824874878
"F26001",0.951860427856445
"F26002",0.240758895874023
"F26003",0.800730049610138
